Code,Code (terminaison),DES,Début du nom,Objet,Date de reconnaissance,Dernière modif statuts,Catégorie,Adresse,Adresse.Adr1,Adresse.Adr2,Code Postal,Ville
76.000.1818,1818,SOCIETE DIEPPOISE DE PROTECTION DES ANIMAUX,,Faire appliquer rigoureusement les lois de protection aux animaux.,09/08/1974,,24000 environnement,SIEGE,Refuge de Saint-Aubin-sur-Scie,,76000,SAINT-AUBIN-SUR-SCIE
24.000.1819,1819,SAUVEGARDE ET PROTECTION DES ANIMAUX DE BERGERAC,,"La protection sous quelque forme qu'elle soit, des animaux de quelque nature qu'ils soient.",22/11/1974,,24000 environnement,SIEGE,SPA DE BERGERAC,Route de Sainte-Alvère,24100,BERGERAC
13.000.1820,1820,DEFENSE DES ANIMAUX DE MARSEILLE ET DE PROVENCE,CENTRE DE,"La défense et la protection des animaux dans le cadre des lois  en vigueur, ainsi  que l'étude de tous moyens permettant d'assurer une meilleure protection des animaux.",22/11/1974,27/12/1983,24000 environnement,SIEGE,"30, rue Briffaut",,13005,MARSEILLE
75.000.1821,1821,DOCTEURS (ANDES),ASSOCIATION NATIONALE DES,Regrouper et représenter la collectivité des docteurs ès-sciences; étudier et favoriser l'adoption de toutes mesures susceptibles d'améliorer les conditions de leur formation et de l'exercice de leur activité professionnelle.,06/01/1975,08/04/2009,15000 éducation formation,SIEGE,"16, rue Claude Bernard",,75252,PARIS CEDEX 05
22.000.1822,1822,SOCIETE PROTECTRICE DES ANIMAUX DES COTES D'ARMOR,,Recueil des bêtes abandonnées et leur placement.,26/12/1974,23/04/1976,24000 environnement,SIEGE,BP 4233,,22042,SAINT-BRIEUC CEDEX 2
36.000.1823,1823,SAUVEGARDE DU SITE ARCHEOLOGIQUE D'ARGENTOMAGUS,ASSOCIATION POUR LA,"Prospecter, sauvegarder les vestiges archéologiques de toute nature et de toute époque qui font de la vallée de la Creuse, dans sa traversée du département de l'Indre, un ensemble exceptionnel centré sur l'agglomération argentonnaise.",02/07/1980,25/05/1984,08 Culture et sciences,SIEGE,Mairie de Saint-Marcel,,36200,SAINT-MARCEL
75.000.1824,1824,COUPLES ET FAMILLES,FEDERATION  NATIONALE,Coordonner et développer toutes initiatives et recherches pour la promotion et l'éducation du couple.,06/01/1975,12/06/2002,21000 serv familiaux p âgées,SIEGE,"28, place Saint-Georges",,75002,PARIS
75.000.1826,1826,ALLIANCE ISRAELITE UNIVERSELLE (AIU),,Prêter appui à ceux qui souffrent en leur qualité d'israélites ou de minoritaires et  favoriser toutes mesures nationales ou internationales destinées à promouvoir et à défendre les droits de l'homme.,09/04/1975,,030000 défense des droits,SIEGE,,,75651,PARIS
14.000.1827,1827,SOCIETE PROTECTRICE DES ANIMAUX DE BASSE-NORMANDIE,,Défendre et de protéger les animaux de toutes espèces contre tous mauvais traitements de quelque nature qu'ils soient et d'une manière générale.,25/03/1975,19/07/2007,24000 environnement,SIEGE,Route de St-Manvieu- Norrey,,14790,VERSON
77.000.1828,1828,FOYER SAINT LOUP,,Venir en aide aux jeunes filles orphelines et nécessiteuses de Montereau et environs.,24/05/1934,21/07/1975,19000 interventions sociales,SIEGE,"23, rue de l'Yonne",,77000,MONTEREAU
44.000.1829,1829,SOCIETE DES SCIENCES NATURELLES DE L'OUEST DE LA FRANCE,,"Concourir au progrès de la zoologie, de la botanique, de la géologie et de la minéralogie de l'Ouest de la France au double point de vue de la sciences pure et des applications pratiques.",29/04/1975,02/03/2009,08 Culture et sciences,SIEGE,Muséum d'histoire naturelle,"12, rue Voltaire",44000,NANTES
75.000.1830,1830,ACTION POUR LE HANDICAP (CCAH),COMITE NATIONAL DE COORDINATION DE L',Apporter son concours à ses membres adhérents pour résoudre les problèmes posés par leurs ressortissants handicapés.,23/04/1975,14/02/2013,18000 services medico-sociaux,SIEGE,"7, rue Treilhard",,75008,PARIS
69.000.1831,1831,RAYONS DE SOLEIL DE L'ENFANCE,FEDERATION  DES,"Assurer à des enfants abandonnés, ou en danger moral, ou orphelins, non seulement le vivre et le couvert mais la vie de famille qui leur fait défaut.",09/04/1975,24/08/2011,18000 services medico-sociaux,SIEGE,83 rue Jules Verne,,69800,SAINT PRIEST
75.000.1832,1832,READAPTATION SOCIALE (ANRS),ASSOCIATION NATIONALE DE,Mener une action de prévention de la prostitution et une action de réadaptation sociale en faveur des personnes en danger de prostitution ou s'y livrant.,23/05/1975,22/06/1994,18000 services medico-sociaux,SIEGE,"18, avenue Victoria",,75001,PARIS
94.000.1833,1833,ENSET ET DE L'ENS DE CACHAN,ASSOCIATION DES A.E. ET DES ELEVES DE L',"Contribuer activement au développement et à la défense des Sections Normales, de l’École dans l'acceptation la plus large, de l'esprit technologique dans toutes les disciplines scientifiques et générales enseignées dans les établissements publics.",11/07/2003,15/04/2014,15000 éducation formation,SIEGE,"61, avenue du Président Wilson
Bât. Cournot",,94235,CACHAN CEDEX
75.000.1834,1834,AMIS DE L'ART DE MARCEL DUPRE,ASSOCIATION DES,"Faire mieux connaître l'œuvre, la fixer pour les temps futurs au moyen d'enregistrements sur disques; assurer sa diffusion en dehors de tout circuit commercial et sans but lucratif.",21/07/1975,01/07/2003,06000 culture,SIEGE,"8, rue Emile Gilbert",,75006,PARIS
75.000.1835,1835,FESTIVAL ESTIVAL DE PARIS,,,21/07/1975,,06000 culture,SIEGE,"20, rue Geoffroy l'Asnier",,75002,PARIS
22.000.1836,1836,ŒUVRES SOCIALES ET HOSPITALIERES DE L'ORDRE DE SAINT-JEAN DE TERRE SAINTE EN BRETAGNE,ASSOCIATION DES,"L'aide à apporter aux enfants, aux malades et infirmes, aux vieillards et de façon générale à toutes les personnes ayant besoin d'assistance.",21/07/1975,24/05/2004,18000 services medico-sociaux,SIEGE,"8, quai Jean Bart",,22520,BINIC
75.000.1837,1837,L'OASIS,ASSOCIATION L',"Apporter une aide morale et matérielle aux jeunes filles et aux femmes, étudiantes ou travailleuses notamment en leur procurant un ou plusieurs foyers et des lieux de repos.",26/01/1923,23/09/1976,19000 interventions sociales,SIEGE,"91, rue de Sèvres",,75013,PARIS
75.000.1838,1838,"ASSOCIATIONS DE PARENTS D'ENFANTS DEFICIENTS AUDITIFS ""FEDERATION ANPEDA""",FEDERATION  DES,"Étudier, régler les problèmes d'ordre matériel, moral ou intellectuel qui se posent aux familles d'enfants déficients auditifs.",17/10/1975,07/02/1996,18000 services medico-sociaux,SIEGE,"37-39, rue Saint Sébastien",,75680,PARIS
75.000.1839,1839,AVEUGLES RADIO AMATEURS DE FRANCE,UNION NATIONALE DES,"Unir les radio amateurs aveugles, faciliter leurs connaissances dans le domaine de l'électronique et de la radio-électricité, les instruire dans la pratique de ces matières.",28/10/1975,18/12/1981,07000 clubs de loisirs,SIEGE,"71, avenue de Breteuil",,75015,PARIS
75.000.1840,1840,ŒUVRES DE L'ORDRE EQUESTRE DU SAINT-SEPULCRE EN FRANCE,,"Soutien des œuvres catholiques de terre Sainte, notamment en matière d'enseignement, et d'enseignement du français;  maintien de liens confraternels entre ses membres et  soutien mutuel de ses membres.",29/12/1975,,10 Religion,SIEGE,"112, ter avenue de Suffren",,75015,PARIS
75.000.1841,1841,AMIS DE LA BIBLIOTHEQUE DU SAULCHOIR,LES,"Grouper les personnes désireuses de promouvoir les recherches d'ordre historique, philosophique et théologique, nécessaires à l'étude des valeurs spirituelles et culturelles du christianisme et au progrès des sciences religieuses.",26/01/1976,,06000 culture,SIEGE,"20, rue des Tanneries",,75008,PARIS
33.000.1842,1842,RENOVATION,ASSOCIATION,Aider des membres de la population à acquérir un meilleur équilibre nerveux et psychique et un plus grand développement de leur personnalité.,05/02/1976,02/02/2001,15000 éducation formation,SIEGE,"68, rue des Pins Francs",CS 41743,33073,BORDEAUX CEDEX
75.000.1844,1844,FRANCE NATURE ENVIRONNEMENT,FEDERATION FRANCAISE DES SOCIETES DE PROTECTION DE LA NATURE,"Coordonner les activités de conservation, de protection et d'aménagement de la nature et de l'environnement;  prendre toute initiative concernant les actions à mener sur le plan national et international.",10/02/1976,06/12/2011,24000 environnement,SIEGE,"81-83, boulevard de Port-Royal",,75006,PARIS
75.000.1845,1845,HOPITAL A DOMICILE,L',"Faciliter le maintien ou la réinsertion familiale et sociale des malades en les prenant en charge soit en hospitalisation, soit en soins à domicile.",12/07/1976,13/10/1986,17000 santé,SIEGE,"5, rue Las Cases",,75724,PARIS
94.000.1846,1846,VIE AU GRAND AIR DE SAINT-MAUR,LA,Répandre la pratique de l'éducation physique et de la natation ;promouvoir la pratique de tous les sports individuels et collectifs.,12/07/1976,,11000 sports,SIEGE,,,94100,SAINT-MAUR
75.000.1847,1847,SOCIETE DES CINCINNATI DE FRANCE,,Perpétuer le souvenir de la fraternité d'armes qui avait uni officiers français et officiers américains au cours des combats qu'ils menèrent ensemble pour l'indépendance des États Unis d'Amérique.,20/07/1976,21/06/2005,"38000 armée, anc combattants",SIEGE,"2 bis, rue Rabelais",,75008,PARIS
75.000.1848,1848,DEVELOPPEMENT DES TECHNIQUES DE MARKETING,ASSOCIATION NATIONALE POUR LE,"Constituer un centre d'études, d'échanges et de relations entre des personnes qualifiées en vue de perfectionner les techniques de marketing et tout ce qui s'y rattachent.",21/06/1976,06/01/2010,22000 activités économiques,SIEGE,12 rue de Milan,,75014,PARIS
75.000.1849,1849,NOTRE VILLAGE,COMITE DES ŒUVRES DE SOLIDARITE DU XVEME ARRONDISSEMENT,"Développement de l'activité sociale et philanthropique des artisans, commerçants, industriels et, plus généralement de tous les habitants du 15ème arrondissement.",20/07/1976,16/02/2010,23000 intérêts économiques,SIEGE,,,75017,PARIS
75.000.1850,1850,AMIS DU ROYAUME DE LA MUSIQUE,LES,"Donner aux jeunes le goût de la musique,  les stimuler, les guider et récompenser leurs efforts au cours de leurs études musicales grâce, notamment aux ""Tournois"" qu'elle organise.",02/08/1976,,06000 culture,SIEGE,"16, rue d'Assas",,75004,PARIS
75.000.1851,1851,"ASSOCIATIONS POUR LA REHABILITATION ET L'ENTRETIEN DES MONUMENTS ET DU PATRIMOINE ARTISTIQUE DITE ""UNION REMPART""",UNION DES,"Apporter des services aux associations membres, promouvoir leurs actions et  défendre leurs intérêts matériels et moraux auprès des pouvoirs publics.",13/07/1982,30/07/1991,10000 préservation patrimoine,SIEGE,"1, rue des Guillemites",,75013,PARIS
75.000.1852,1852,COMITE FRANCAIS DE GEOLOGIE DE L'INGENIEUR,,Promouvoir les études intéressant directement ou indirectement la géologie de l'ingénieur et en diffuser les résultats.,02/05/1977,28/02/2000,08 Culture et sciences,SIEGE,"60, boulevard Saint-Michel",,75006,PARIS
75.000.1853,1853,C.L.E.R. AMOUR ET FAMILLE,ASSOCIATION,"Promouvoir la création d'équipes de recherche se proposant d'étudier les questions se rapportant à la régulation des naissances, notamment sous leur aspect médical.",10/05/1977,29/06/2004,17000 santé,SIEGE,"65, boulevard Clichy",,75005,PARIS
48.000.1854,1854,"SOCIETE DES LETTRES,  SCIENCES ET ARTS DE LA LOZERE",,"Contribuer par tous moyens appropriés au progrès des lettres, sciences et arts dans le département de la Lozère.",03/12/1856,29/11/1977,08 Culture et sciences,SIEGE,"3, rue l'Epine - BP 58",,48002,MENDE CEDEX
88.000.1855,1855,ADAVIE,,"Coordonner et de faciliter, sans s'immiscer dans leur fonctionnement,  l'action des œuvres, organismes ou institutions s'intéressant aux personnes âgées et notamment en ce qui concerne l'aide à domicile.",08/08/1977,27/11/2014,21000 serv familiaux p âgées,SIEGE,"20, rue des Etats-Unis",,88010,EPINAL   CEDEX
54.000.1856,1856,SOCIETE LORRAINE POUR LA PROTECTION DES ANIMAUX,,Secourir les bêtes perdues et malheureuses.,11/08/1977,,24000 environnement,SIEGE,Place Stanislas,"c/Office du Tourisme
BP 810",54011,NANCY
28.000.1857,1857,GRANDES ORGUES DE CHARTRES,ASSOCIATION DES,Toutes actions propres à sauvegarder et mettre en valeur les grandes orgues de Chartres.,13/10/1977,,10000 préservation patrimoine,SIEGE,place de la Cathédrale,,28000,CHARTRES
75.000.1858,1858,AIDE MEDICO-SOCIALE AUX VIEILLARDS DU 18EME ARRONDISSEMENT,,"L'organisation de l'aide ménagère et éventuellement de soins à domicile aux vieillards,  aux personnes isolées lorsqu'ils sont malades et dépourvus de ressources suffisantes afin d'éviter l'hospitalisation.",13/10/1977,,21000 serv familiaux p âgées,SIEGE,"11, rue Cyrano-de-Bergerac",,75007,PARIS
75.000.1859,1859,ACTION SOCIALE DES PERSONNELS DE LA POLICE NATIONALE ET DU MINISTERE DE L'INTERIEUR (ANAS),ASSOCIATION NATIONALE D',"Favoriser & participer à toutes initiatives ayant pour but le regroupement & l'unité des associations & organismes à caractère social & mutualiste existant, d'abord à la police nationale & dans le prolongement du même esprit au ministère de l'intérieur.",13/10/1977,29/04/2004,14000 amicales groupts affinit,SIEGE,Place Beauvau,,75004,PARIS
75.000.1860,1860,MISSION EVANGELIQUE CONTRE LA LEPRE,,"Soutien de la lutte contre la lèpre afin de pourvoir, au nom de J-C,  aux besoins physiques, moraux et spirituels des malades qui en sont atteints en leur donnant l'aide indispensable à leur réinsertion dans la société.",13/04/1978,16/09/2013,17000 santé,SIEGE,,,75002,PARIS
13.000.1861,1861,GROUPEMENTS DES ENTREPRISES FRANCAISES DANS LA LUTTE CONTRE LE CANCER (FEGEFLUC),FEDERATION  NATIONALE DES,Contribuer dans toute la mesure de ses moyens intellectuels moraux et financiers à la lutte entreprise contre le cancer.,18/04/1978,02/03/2000,17000 santé,SIEGE,30 rue Montgrand,,13006,MARSEILLE
75.000.1862,1862,L'ECOLE DES CHARTES,SOCIETE D'ENTRAIDE DES ELEVES ET A.E. DE,"Venir en aide aux élèves, anciens élèves de cette école et à leurs familles qui se trouveraient dans le besoin.",23/02/1978,26/10/1978,15000 éducation formation,SIEGE,"65, rue de Richelieu",,75002,PARIS
29.000.1863,1863,GAETAN SALEUN -  DON DU SANG ET RECHERCHE EN GENETIQUE,ASSOCIATION,"Assurer dans ledit département le fonctionnement du centre départemental de transfusion sanguine du Finistère &, éventuellement, des postes & dépôts de sang qui en dépendent ou en dépendront en conformité avec les dispositions des décrets du 16 janvier.",25/05/1978,11/06/2009,17000 santé,SIEGE,"29, rue Félix le Dantec",,29200,BREST
92.000.1864,1864,DIPLOMES DE LA FONDATION EPF (AEPF),ASSOCIATION DES INGENIEURS,"Grouper les anciennes élèves de l'école polytechnique féminine afin de défendre leurs intérêts et maintenir entre elles des liens de camaraderie, de solidarité, d'entraide mutuelle.",15/06/1978,21/01/1998,15000 éducation formation,SIEGE,"3, bis rue Lakanal",,92330,SCEAUX
75.000.1865,1865,CONSEIL NATIONAL DE LA PROTECTION CIVILE,,"Coordination permanente entre les différentes associations nationales, une liaison avec les diverses autorités concernées, en harmonie avec l’administration.",15/11/2004,,36000 sécurité,SIEGE,,,75181,PARIS
75.000.1866,1866,VAINCRE LA MUCOVISCIDOSE,ASSOCIATION,"Améliorer la qualité de la vie des mucoviscidosiques et de leur famille, promouvoir la recherche fondamentale et diffuser rapidement les nouveautés thérapeutiques;  sensibiliser le public pour atteindre plus facilement les deux buts précédents.",12/07/1978,11/01/2010,17000 santé,SIEGE,"181, rue de Tolbiac",,75006,PARIS
75.000.1867,1867,UNIAGRO,,Promouvoir les intérêts généraux des ingénieurs adhérents et de multiplier entre eux les relations de camaraderie et d'affaires.,10/08/1978,19/12/2007,15000 éducation formation,SIEGE,"5, quai Voltaire",,75340,PARIS
69.000.1868,1868,A CŒUR JOIE,ASSOCIATION,"Création et animation de chorales, formation et éducation de ses membres, organisation de manifestations et de spectacles.",18/07/1979,,06000 culture,SIEGE,"24, avenue Joannès Masset",CS 99261,69264,LYON CEDEX 09
75.000.1869,1869,LETTRE D'AMAZONIE,LA,"Favoriser une promotion humaine intégrale et un développement des ressources de certaines régions d'Amérique Latine, par des études, enquêtes et échanges.",24/07/1979,,09000 action socioculturelle,SIEGE,"1, rue du Pont-de-Lodi",,75116,PARIS
75.000.1870,1870,INITIATIVE,L',Développer l'esprit d'initiative chez les jeunes de toutes conditions et particulièrement ceux de condition modeste.,20/07/1979,30/04/1986,30000 aide à l'emploi,SIEGE,,,75012,PARIS
54.000.1871,1871,ADEPAPE (FNADEPAPE),FEDERATION  NATIONALE DES,"Grouper, coordonner et stimuler, toutes les activités qui se manifestent en faveur des pupilles et anciens pupilles de l’État",09/08/1979,12/03/2010,15000 éducation formation,SIEGE,Enfance (FNADEPAPE),"47, rue Pasteur",54510,TOMBLAINE
75.000.1872,1872,AGE D'OR DE FRANCE,ASSOCIATION L',"La création, le développement et l'animation de clubs pour les personnes âgées dits : ""Club de l'Age d'Or en France"".",22/08/1979,24/09/2008,09000 action socioculturelle,SIEGE,"135, bis rue de Rome",,75017,PARIS
75.000.1873,1873,SOCIETE DES PEINTRES GRAVEURS FRANCAIS,,"Favoriser le développement de la gravure originale sous toutes ses formes, à l'exclusion formelle de tous les procédés mécaniques ou photographiques, et principalement par le moyen des expositions, soit en France, soit à l'étranger, des conférences, des publications, etc... Toutes discussions politiques ou religieuses y sont formellement interdites.",20/08/1949,,06000 culture,SIEGE,,,75009,PARIS
75.000.1875,1875,COLLECTIONNEURS ET AMATEURS D'HORLOGERIE ANCIENNE ET D'ART (ANCAHA),ASSOCIATION NATIONALE DES,"Développer la connaissance, la recherche et la protection de l'horlogerie ancienne et tout ce qui a trait à la science de cet art.",22/10/1979,05/06/1998,06000 culture,SIEGE,c/o Chambre Française de l'Horlogerie et des Microtechniques,"22, avenue Franklin Roosevelt",75006,PARIS
